cell,rank,label,candidate,n_draws,n_converged,n_failed,purity_p5,purity_p50,purity_p95,recovery_p5,recovery_p50,recovery_p95,p_converged,p_constraints,p_feasible,p_phase_unknown,p_third_phase_risk,p_purity_ge_0.95,p_purity_ge_0.97,p_purity_ge_0.99,p_recovery_ge_0.80,p_recovery_ge_0.85,p_recovery_ge_0.90,p_both_0.95_0.80,p_both_feasible_0.95_0.80,p_both_0.95_0.85,p_both_feasible_0.95_0.85,p_both_0.95_0.90,p_both_feasible_0.95_0.90,p_both_0.97_0.80,p_both_feasible_0.97_0.80,p_both_0.97_0.85,p_both_feasible_0.97_0.85,p_both_0.97_0.90,p_both_feasible_0.97_0.90,p_both_0.99_0.80,p_both_feasible_0.99_0.80,p_both_0.99_0.85,p_both_feasible_0.99_0.85,p_both_0.99_0.90,p_both_feasible_0.99_0.90,consumption_index_median,throughput_median,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,statuses_used,support_rank,obj_p_both_feasible,obj_p_both
0.95_0.80,51,transfer-unsupported,116,64,61,3,0.840068,0.99967,1,3.11421e-18,0.0375308,0.0752721,0.953125,0.015625,0.015625,0,0.984375,0.578125,0.546875,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15051.9,0.00216121,56,5,24,27,2.44013,4.59683,2.1979,0,0,4.68688,7.85559,4.99824,0.108386,INTERPOLATION,2,0,0
0.95_0.80,52,transfer-unsupported,84,64,64,0,0.893892,0.999952,1,1.31026e-10,0.00945507,0.0282691,1,0.015625,0.015625,0,0.984375,0.71875,0.671875,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15273.2,0.00146984,50,16,4,30,4.27014,4.98238,0.995749,15,0,3.54649,12.7287,4.79954,0.0963759,INTERPOLATION,2,0,0
0.95_0.80,53,transfer-unsupported,234,64,64,0,0.702284,0.988594,0.999962,0.00123741,0.0113999,0.0144311,1,0.015625,0.015625,0,0.984375,0.71875,0.671875,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15584,0.00127917,27,18,1,8,0.342311,2.77382,4.77392,0,0,3.82053,16.5775,1.95583,0.133038,INTERPOLATION,2,0,0
0.95_0.80,54,transfer-unsupported,96,64,64,0,0.114784,0.830053,1,0.000274986,0.106697,0.149898,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17478.4,0.00137581,35,11,22,2,4.21585,4.47231,4.19996,2,0,3.66206,0.325017,1.826,0.170912,INTERPOLATION,2,0,0
0.95_0.80,55,transfer-unsupported,209,64,63,1,0.968663,1,1,5.33565e-42,1.49125e-30,7.77618e-26,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.921875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17627,0.00103657,55,6,30,19,0.209516,3.77712,1.71497,2,0,4.50073,13.0947,0.741572,0.153242,INTERPOLATION,2,0,0
0.95_0.80,56,transfer-unsupported,205,64,64,0,0.377246,0.863238,1,1.9319e-05,0.0142942,0.0191891,1,0.015625,0.015625,0,0.984375,0.390625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18417.3,0.000201274,35,11,2,22,1.41327,1.48306,0.424461,10,0,1.65583,1.62421,2.94704,0.211244,INTERPOLATION,2,0,0
0.95_0.80,57,transfer-unsupported,270,64,63,1,0.957517,1,1,4.57162e-27,1.12694e-11,0.000217814,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.90625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22350.7,0.000247008,31,10,15,6,2.73908,3.47407,0.861902,9,0,0.623178,25.1075,3.89352,0.11946,INTERPOLATION,2,0,0
0.95_0.80,58,transfer-unsupported,298,64,64,0,0.787594,0.940589,1,2.30169e-09,0.022544,0.0345566,1,0.015625,0.015625,0,0.984375,0.484375,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26081.1,0.000605487,42,12,14,16,3.73927,3.3789,0.515638,0,3,4.09699,6.94335,3.77815,0.0728349,INTERPOLATION,2,0,0
0.95_0.80,59,transfer-unsupported,269,64,64,0,0.837572,0.997824,1,3.576e-18,0.000916398,0.013466,1,0.015625,0.015625,0,0.984375,0.6875,0.671875,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30975.7,0.000550852,38,9,10,19,4.75075,3.8788,3.23156,8,0,0.457074,22.8911,4.7315,0.2725,INTERPOLATION,2,0,0
0.95_0.80,60,transfer-unsupported,58,64,64,0,0.295017,0.834338,1,1.87328e-05,0.0540074,0.071708,1,0.015625,0.015625,0,0.984375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33807.2,0.000744984,34,5,16,13,3.30932,4.79985,2.77499,4,0,3.17611,0.61077,3.58149,0.186182,INTERPOLATION,2,0,0
0.95_0.80,61,transfer-unsupported,68,64,64,0,1,1,1,1.26106e-38,1.95668e-26,3.32939e-12,1,0.015625,0.015625,0,0.984375,0.96875,0.96875,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660050,1.21382e-05,36,18,14,4,0.5869,4.29156,1.90203,0,17,0.0917342,4.0191,4.00528,0.0578634,INTERPOLATION,2,0,0
0.95_0.80,62,transfer-unsupported,276,64,64,0,0.156016,0.995458,1,3.30062e-22,0.000482447,0.00610185,1,0.015625,0.015625,0,0.984375,0.640625,0.640625,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700116,2.40478e-05,35,16,4,15,0.223807,3.51796,1.97471,15,0,2.86515,0.0758076,3.41029,0.229186,INTERPOLATION,2,0,0
0.95_0.80,63,transfer-unsupported,154,64,64,0,0.735116,0.999559,1,0.000346972,0.0616474,0.297084,1,0,0,0,1,0.71875,0.703125,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.537,0.0143314,38,1,8,29,2.6018,2.42267,2.90913,0,0,3.37707,39.1375,0.0227867,0.15779,INTERPOLATION,2,0,0
0.95_0.80,64,transfer-unsupported,211,64,64,0,0.749159,0.868006,1,0.00557735,0.306545,0.420605,1,0,0,0,1,0.375,0.3125,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.232,0.00657186,43,5,15,23,3.99385,0.553224,2.01364,4,0,1.35376,49.1624,1.5087,0.151057,INTERPOLATION,2,0,0
0.95_0.80,65,transfer-unsupported,109,64,64,0,0.819236,0.856971,1,0.0377332,0.208614,0.251668,1,0,0,0,1,0.28125,0.234375,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.858,0.00473839,29,1,21,7,4.91182,0.864966,0.819245,0,0,2.64479,42.8577,2.96746,0.221513,INTERPOLATION,2,0,0
0.95_0.80,66,transfer-unsupported,232,64,64,0,0.901969,1,1,8.92671e-17,1.74045e-08,9.7591e-07,1,0,0,0,1,0.90625,0.890625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.05,0.0054584,27,7,17,3,1.54282,2.70718,0.797878,0,6,2.06208,40.9376,0.344347,0.118675,INTERPOLATION,2,0,0
0.95_0.80,67,transfer-unsupported,280,64,64,0,0.766985,1,1,1.27316e-07,0.000587449,0.00643004,1,0,0,0,1,0.796875,0.75,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.38,0.0170269,29,7,12,10,4.35472,4.23654,4.21383,0,6,4.333,43.6455,0.207164,0.105493,INTERPOLATION,2,0,0
0.95_0.80,68,transfer-unsupported,292,64,64,0,0.812806,0.931172,1,3.87543e-05,0.439244,0.556111,1,0,0,0,1,0.46875,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.04,0.0144401,49,12,8,29,4.10537,3.65723,3.75981,6,0,3.19062,24.9421,1.41696,0.23885,INTERPOLATION,2,0,0
0.95_0.80,69,transfer-unsupported,216,64,64,0,0.850549,0.999888,1,1.29394e-08,0.070926,0.115766,1,0,0,0,1,0.703125,0.65625,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219.87,0.0065204,34,7,9,18,2.18365,1.40602,2.66004,6,0,1.56599,46.2547,2.16246,0.185453,INTERPOLATION,2,0,0
0.95_0.80,70,transfer-unsupported,254,64,64,0,0.779044,0.807104,1,0.176191,0.428583,0.453104,1,0,0,0,1,0.1875,0.15625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.34,0.00745878,53,6,29,18,4.59959,0.755084,1.98619,5,0,3.22161,27.9114,3.62462,0.28124,INTERPOLATION,2,0,0
0.95_0.80,71,transfer-unsupported,7,64,64,0,0.292268,0.827323,1,0.0199579,0.405245,0.539876,1,0,0,0,1,0.375,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.54,0.00558678,39,6,7,26,2.16792,1.94962,4.40263,0,5,2.20553,2.4038,1.04626,0.224199,INTERPOLATION,2,0,0
0.95_0.80,72,transfer-unsupported,242,64,64,0,0.83503,0.936017,1,0.00179525,0.264511,0.332674,1,0,0,0,1,0.46875,0.453125,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.3,0.00897844,38,8,6,24,3.1391,1.97589,2.27472,0,7,3.6838,38.2627,3.10474,0.237614,INTERPOLATION,2,0,0
0.95_0.80,73,transfer-unsupported,150,64,64,0,0.542875,0.80639,1,0.018051,0.111917,0.171685,1,0,0,0,1,0.3125,0.265625,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809.51,0.00155364,29,14,10,5,3.48511,0.401657,0.743227,0,3,1.31112,17.5558,3.07401,0.256563,INTERPOLATION,2,0,0
0.95_0.80,74,transfer-unsupported,55,64,64,0,0.712469,0.770265,0.999993,0.212303,0.580218,0.616276,1,0,0,0,1,0.09375,0.09375,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.45,0.00786281,28,5,15,8,4.18408,0.958963,3.46687,4,0,4.92556,4.58753,2.79125,0.264646,INTERPOLATION,2,0,0
0.95_0.80,75,transfer-unsupported,137,64,64,0,0.702039,0.763188,0.999997,0.26515,0.663375,0.698838,1,0,0,0,1,0.09375,0.09375,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949.85,0.00874996,53,14,23,16,4.5186,0.520082,4.66827,13,0,4.02132,5.3556,3.20668,0.231418,INTERPOLATION,2,0,0
0.95_0.80,76,transfer-unsupported,244,64,63,1,0.946204,1,1,3.03139e-16,1.17367e-07,4.67486e-05,0.984375,0,0,0,1,0.921875,0.875,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.71,0.00695563,33,18,2,13,2.47935,4.71694,2.53992,17,0,1.45245,42.1579,2.70769,0.205244,INTERPOLATION,2,0,0
0.95_0.80,77,transfer-unsupported,87,64,64,0,0.92813,1,1,1.17468e-11,3.12007e-05,0.00423785,1,0,0,0,1,0.90625,0.875,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278.74,0.00391296,34,20,11,3,3.00722,4.41492,3.3262,0,14,0.79682,40.1885,1.62309,0.176382,INTERPOLATION,2,0,0
0.95_0.80,78,transfer-unsupported,10,64,64,0,0.387367,0.926291,1,0.000421914,0.1435,0.195457,1,0,0,0,1,0.453125,0.453125,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519.48,0.00338937,15,5,5,5,0.579652,0.29367,4.5351,0,4,2.32099,46.8201,1.73262,0.266037,INTERPOLATION,2,0,0
0.95_0.80,79,transfer-unsupported,120,64,64,0,0.710198,1,1,4.26952e-10,6.80536e-06,0.0001831,1,0,0,0,1,0.84375,0.8125,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556.12,0.00843271,28,1,12,15,1.58758,4.37168,2.10014,0,0,4.90834,27.3834,0.0448033,0.141643,INTERPOLATION,2,0,0
0.95_0.80,80,transfer-unsupported,281,64,64,0,0.593462,0.786693,0.999996,0.0440813,0.234818,0.310397,1,0,0,0,1,0.234375,0.21875,0.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683.19,0.00317456,22,8,1,13,1.64615,0.770514,1.51855,7,0,4.77744,3.65119,3.18512,0.292764,INTERPOLATION,2,0,0
0.95_0.80,81,transfer-unsupported,246,64,64,0,0.77332,0.953216,1,6.45373e-06,0.162036,0.210493,1,0,0,0,1,0.5,0.46875,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689.32,0.00587295,18,9,6,3,3.04523,3.15679,0.905944,3,0,4.62726,23.3338,1.31018,0.201731,INTERPOLATION,2,0,0
0.95_0.80,82,transfer-unsupported,195,64,64,0,0.911424,1,1,3.25148e-20,5.15818e-11,1.94059e-08,1,0,0,0,1,0.890625,0.890625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132.21,0.00685307,42,16,19,7,0.918223,4.51911,1.32184,0,11,4.50996,37.87,0.820115,0.270082,INTERPOLATION,2,0,0
0.95_0.80,83,transfer-unsupported,227,64,64,0,0.58009,0.786622,1,0.0780073,0.373357,0.516922,1,0,0,0,1,0.265625,0.25,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147.98,0.00487723,48,9,11,28,3.9119,0.269836,3.8635,8,0,0.878865,6.04467,3.91245,0.241255,INTERPOLATION,2,0,0
0.95_0.80,84,transfer-unsupported,110,64,64,0,0.910238,0.997584,1,0.00103378,0.0271276,0.0319759,1,0,0,0,1,0.8125,0.734375,0.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226.78,0.00854178,38,5,3,30,3.97227,4.75202,4.03289,0,4,4.06746,44.2614,2.0416,0.100864,INTERPOLATION,2,0,0
0.95_0.80,85,transfer-unsupported,213,64,64,0,0.820375,0.902668,1,0.000198457,0.16055,0.200454,1,0,0,0,1,0.453125,0.453125,0.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467.82,0.00426396,30,17,2,11,2.9751,2.45733,0.721934,5,0,4.98385,25.343,3.51783,0.2223,INTERPOLATION,2,0,0
0.95_0.80,86,transfer-unsupported,279,64,64,0,0.675913,1,1,2.49418e-12,1.66642e-06,0.000148119,1,0,0,0,1,0.875,0.84375,0.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604.09,0.00234184,31,8,11,12,0.287742,1.38645,4.57776,0,7,4.01835,28.0017,0.626713,0.257885,INTERPOLATION,2,0,0
0.95_0.80,87,transfer-unsupported,0,64,61,3,0.905796,1,1,2.47884e-14,1.90212e-06,8.282e-05,0.953125,0,0,0,1,0.84375,0.796875,0.703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807.98,0.00472603,39,26,6,7,1.18298,2.73369,2.15877,8,0,4.60947,36.8129,2.49945,0.182355,INTERPOLATION,2,0,0
0.95_0.80,88,transfer-unsupported,233,64,64,0,0.883242,1,1,2.10415e-13,0.000262564,0.0272419,1,0,0,0,1,0.8125,0.75,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002.7,0.00450919,43,2,17,24,1.38871,3.33678,3.25192,0,1,1.68974,20.192,3.81639,0.199823,INTERPOLATION,2,0,0
0.95_0.80,89,transfer-unsupported,102,64,64,0,0.755479,0.926132,1,1.85687e-05,0.174026,0.221273,1,0,0,0,1,0.453125,0.453125,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059.19,0.00483843,24,5,9,10,2.24423,2.6679,2.72569,0,4,3.44666,16.0253,3.83196,0.236034,INTERPOLATION,2,0,0
0.95_0.80,90,transfer-unsupported,132,64,64,0,0.9842,0.999999,1,2.74372e-09,3.69266e-06,9.54935e-05,1,0,0,0,1,1,0.96875,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225.09,0.000723412,32,19,5,8,0.398783,3.28627,0.370568,0,13,0.787635,25.716,1.2632,0.252175,INTERPOLATION,2,0,0
0.95_0.80,91,transfer-unsupported,264,64,62,2,0.981916,1,1,5.48694e-23,7.1929e-13,7.11006e-09,0.96875,0,0,0,1,0.953125,0.9375,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.19,0.00130855,69,22,20,27,0.838483,3.67736,0.923726,0,1,1.15424,18.5928,1.57167,0.14386,INTERPOLATION,2,0,0
0.95_0.80,92,transfer-unsupported,286,64,64,0,0.370785,0.815529,0.99561,0.00909237,0.0443881,0.056372,1,0,0,0,1,0.234375,0.203125,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765.11,0.000758618,18,6,1,11,2.26649,0.73269,2.44001,0,4,0.0521574,30.4793,1.46583,0.197336,INTERPOLATION,2,0,0
0.95_0.80,93,transfer-unsupported,186,64,64,0,0.799501,0.942123,1,1.33249e-09,0.0971226,0.12631,1,0,0,0,1,0.484375,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804.64,0.00278926,41,9,11,21,1.72307,1.54719,1.82898,6,0,2.91346,21.1823,4.86268,0.203534,INTERPOLATION,2,0,0
0.95_0.80,94,transfer-unsupported,20,64,64,0,0.870971,1,1,2.37643e-10,5.14924e-07,8.14365e-06,1,0,0,0,1,0.921875,0.890625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4817.65,0.00391845,45,20,5,20,0.476081,4.33716,3.39157,2,0,3.9153,30.7216,0.558321,0.251612,INTERPOLATION,2,0,0
0.95_0.80,95,transfer-unsupported,12,64,63,1,0.967317,1,1,5.52154e-26,2.8966e-17,6.87293e-14,0.984375,0,0,0,1,0.984375,0.921875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5728.73,0.00218747,50,19,21,10,0.565881,2.98408,4.23181,1,0,1.55164,28.5904,1.86711,0.149581,INTERPOLATION,2,0,0
0.95_0.80,96,transfer-unsupported,272,64,63,1,0.88771,1,1,6.06794e-15,7.56705e-05,0.00682091,0.984375,0,0,0,1,0.84375,0.765625,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5862.3,0.00257315,24,9,14,1,2.96579,1.89684,3.52189,8,0,1.1629,46.9879,3.65676,0.115874,INTERPOLATION,2,0,0
0.95_0.80,97,transfer-unsupported,29,64,64,0,0.952284,0.999725,1,1.43291e-05,0.000886478,0.00133977,1,0,0,0,1,0.953125,0.890625,0.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6310.63,0.00175619,36,22,3,11,0.849978,2.40726,1.31539,0,15,2.40664,39.9108,4.02103,0.102814,INTERPOLATION,2,0,0
0.95_0.80,98,transfer-unsupported,189,64,64,0,0.762814,0.92816,0.999995,0.00226961,0.0869079,0.106747,1,0,0,0,1,0.453125,0.4375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542.22,0.00225548,18,4,3,11,1.77131,1.89002,2.05196,0,3,2.76068,14.4133,4.64825,0.159226,INTERPOLATION,2,0,0
0.95_0.80,99,transfer-unsupported,117,64,64,0,0.429251,0.837067,1,0.00769018,0.187261,0.280888,1,0,0,0,1,0.359375,0.328125,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236.71,0.00265851,27,13,12,2,3.06553,0.376578,4.14928,7,0,1.24531,16.6975,4.5236,0.184229,INTERPOLATION,2,0,0
0.95_0.80,100,transfer-unsupported,124,64,63,1,0.98843,1,1,3.92454e-26,1.07174e-18,1.94348e-16,0.984375,0,0,0,1,0.984375,0.984375,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8238.76,0.00138175,47,10,22,15,0.721188,3.20856,0.703637,0,7,2.60434,36.3926,4.30295,0.122705,INTERPOLATION,2,0,0
0.95_0.80,101,transfer-unsupported,297,64,63,1,0.707364,0.991185,1,4.89263e-07,0.0381115,0.0493725,0.984375,0,0,0,1,0.5625,0.546875,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10189.4,0.0015368,32,21,10,1,1.16595,0.586399,2.93918,0,10,4.65276,36.1928,4.39939,0.112951,INTERPOLATION,2,0,0
0.95_0.80,102,transfer-unsupported,3,64,64,0,0.8511,1,1,2.99114e-20,4.96766e-10,5.66353e-07,1,0,0,0,1,0.890625,0.875,0.828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10292.9,0.00183818,41,11,11,19,0.247728,0.708949,3.96968,9,0,2.80905,45.2166,4.26447,0.253811,INTERPOLATION,2,0,0
0.95_0.80,103,transfer-unsupported,95,64,64,0,0.785492,0.940491,1,0.000268428,0.0506987,0.0827466,1,0,0,0,1,0.46875,0.453125,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10503.6,0.00181033,31,16,4,11,1.90105,4.30998,1.50449,0,12,2.97705,10.3057,4.11031,0.243267,INTERPOLATION,2,0,0
0.95_0.80,104,transfer-unsupported,262,64,64,0,0.878983,0.982361,1,4.65171e-09,0.0309011,0.0443858,1,0,0,0,1,0.578125,0.515625,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10768.3,0.00158308,56,5,22,29,4.99139,4.10147,0.488107,0,4,3.64603,25.273,4.28572,0.17712,INTERPOLATION,2,0,0
0.95_0.80,105,transfer-unsupported,153,64,64,0,0.574713,0.8318,1,8.51007e-05,0.0836464,0.110371,1,0,0,0,1,0.375,0.375,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10857.4,0.00133991,39,7,29,3,3.56906,2.95258,1.68618,0,5,2.67692,5.5171,3.9403,0.279217,INTERPOLATION,2,0,0
0.95_0.80,106,transfer-unsupported,13,64,64,0,0.980498,1,1,6.68431e-11,3.17337e-08,1.59255e-07,1,0,0,0,1,1,1,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12003.5,0.00260389,31,6,7,18,0.426003,4.85607,2.32407,0,3,4.44579,39.4556,4.15944,0.226167,INTERPOLATION,2,0,0
0.95_0.80,107,transfer-unsupported,202,64,64,0,0.996653,1,1,9.48904e-32,4.49856e-26,1.09446e-23,1,0,0,0,1,1,1,0.984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13858.9,0.00154275,44,24,16,4,0.440461,3.35612,2.56922,7,0,3.21151,44.832,4.12676,0.133847,INTERPOLATION,2,0,0
0.95_0.80,108,transfer-unsupported,107,64,64,0,0.556623,0.849618,1,1.9654e-06,0.111555,0.138269,1,0,0,0,1,0.375,0.375,0.328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14617.9,0.00185312,43,10,23,10,4.03653,4.69642,2.62297,0,9,4.82278,2.67629,1.69184,0.106415,INTERPOLATION,2,0,0
0.95_0.80,109,transfer-unsupported,126,64,64,0,0.260345,0.851918,1,5.45401e-08,0.0686553,0.0927127,1,0,0,0,1,0.390625,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14932.9,0.00101786,48,8,13,27,3.54031,0.652648,4.6252,0,7,0.315819,8.97446,3.24136,0.22557,INTERPOLATION,2,0,0
0.95_0.80,110,transfer-unsupported,36,64,64,0,0.687592,0.933676,0.999907,0.000209245,0.00455713,0.00767069,1,0,0,0,1,0.4375,0.375,0.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16144.5,0.000170066,36,27,2,7,0.936141,0.897229,0.777665,0,17,0.435052,19.8448,3.0286,0.168862,INTERPOLATION,2,0,0
0.95_0.80,111,transfer-unsupported,21,64,64,0,0.630392,0.837612,1,0.00163955,0.0578702,0.0793397,1,0,0,0,1,0.34375,0.3125,0.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17255.3,0.000904053,39,18,9,12,3.3278,2.38609,1.15458,0,14,4.25946,5.29584,4.70751,0.195578,INTERPOLATION,2,0,0
0.95_0.80,112,transfer-unsupported,74,64,64,0,0.100452,0.869171,1,0.000243268,0.0220239,0.0283359,1,0,0,0,1,0.390625,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17559.1,0.000284391,42,17,5,20,4.33584,4.1211,0.386299,0,7,1.10185,0.423085,1.17195,0.255552,INTERPOLATION,2,0,0
0.95_0.80,113,transfer-unsupported,231,64,64,0,0.740739,0.987339,1,3.24139e-09,0.00321499,0.00914739,1,0,0,0,1,0.640625,0.609375,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18061.1,0.000209223,18,2,9,7,4.97802,3.49156,1.06722,0,1,0.573,12.6604,1.66614,0.191636,INTERPOLATION,2,0,0
0.95_0.80,114,transfer-unsupported,221,64,64,0,0.992359,1,1,6.23505e-19,1.10643e-12,5.99449e-10,1,0,0,0,1,1,1,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19185.9,0.00101654,52,11,13,28,0.3533,3.42634,3.13526,0,10,1.29042,18.0371,4.81035,0.156806,INTERPOLATION,2,0,0
0.95_0.80,115,transfer-unsupported,193,64,64,0,0.168556,0.894637,1,0.000420496,0.0467073,0.0600427,1,0,0,0,1,0.40625,0.390625,0.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19251.5,0.000615978,42,11,6,25,4.60114,3.80025,2.29983,0,3,0.985301,0.827133,3.52785,0.28518,INTERPOLATION,2,0,0
0.95_0.80,116,transfer-unsupported,138,64,64,0,0.662012,0.826028,0.994475,0.0203991,0.0585225,0.0736619,1,0,0,0,1,0.203125,0.125,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19692.2,0.000916852,34,13,1,20,1.82119,3.59458,0.649789,0,11,4.36384,3.67996,3.64473,0.144457,INTERPOLATION,2,0,0
0.95_0.80,117,transfer-unsupported,128,64,64,0,0.771441,0.975912,1,7.40865e-26,0.00930346,0.0334703,1,0,0,0,1,0.609375,0.53125,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27233,0.000862395,62,8,28,26,4.63719,2.68802,4.60598,0,5,0.462341,26.4339,4.82899,0.276721,INTERPOLATION,2,0,0
